"Time,""Voltage[V]"",""ε Voltage[V]"",""Current[µA]"",""ε Current[µA]"",""Pressure[Pa]"",""ε Pressure[Pa]"""
"2022-11-16 17:03:32.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:03:33.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:03:34.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:03:35.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:03:36.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:03:37.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:03:38.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:03:39.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:03:40.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:03:41.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:03:42.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:03:43.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:03:44.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:03:45.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:03:46.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:03:47.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:03:48.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:03:49.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:03:50.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:03:51.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:03:52.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:03:53.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:03:54.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:03:55.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:03:56.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:03:57.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:03:58.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:03:59.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:04:00.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:04:01.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:04:02.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:04:03.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:04:04.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.07"",""0.00001"""
"2022-11-16 17:04:05.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.08"",""0.00001"""
"2022-11-16 17:04:06.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.69"",""0.00001"""
"2022-11-16 17:04:07.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.69"",""0.00001"""
"2022-11-16 17:04:08.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.70"",""0.00001"""
"2022-11-16 17:04:09.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.70"",""0.00001"""
"2022-11-16 17:04:10.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.70"",""0.00001"""
"2022-11-16 17:04:11.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.70"",""0.00001"""
"2022-11-16 17:04:12.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.70"",""0.00001"""
"2022-11-16 17:04:13.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.70"",""0.00001"""
"2022-11-16 17:04:14.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.71"",""0.00001"""
"2022-11-16 17:04:15.350,""-0.07"",""0.00001"",""0.01"",""0.00001"",""0.71"",""0.00001"""
"2022-11-16 17:04:15.351,""35.46"",""0.00001"",""50.74"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.352,""40.34"",""0.00001"",""61.22"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.353,""40.61"",""0.00001"",""47.47"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.354,""35.46"",""0.00001"",""21.61"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.355,""30.04"",""0.00001"",""3.61"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.356,""24.10"",""0.00001"",""-8.18"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.357,""19.08"",""0.00001"",""-13.74"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.358,""13.27"",""0.00001"",""-18.32"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.359,""7.85"",""0.00001"",""-20.94"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.360,""2.70"",""0.00001"",""-22.91"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.361,""-2.06"",""0.00001"",""-22.25"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.362,""-6.81"",""0.00001"",""-22.58"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.363,""-11.96"",""0.00001"",""-23.23"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.364,""-17.25"",""0.00001"",""-25.53"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.365,""-21.74"",""0.00001"",""-25.53"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.366,""-27.02"",""0.00001"",""-28.14"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.367,""-32.17"",""0.00001"",""-31.09"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.368,""-37.19"",""0.00001"",""-32.73"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.369,""-41.68"",""0.00001"",""-33.71"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.370,""-36.13"",""0.00001"",""-29.78"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.371,""-30.85"",""0.00001"",""-27.82"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.372,""-25.83"",""0.00001"",""-25.85"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.373,""-20.02"",""0.00001"",""-21.93"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.374,""-15.00"",""0.00001"",""-18.98"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.375,""-9.85"",""0.00001"",""-14.72"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.376,""-4.70"",""0.00001"",""-6.21"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.377,""0.72"",""0.00001"",""2.30"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.378,""5.47"",""0.00001"",""7.86"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.379,""10.10"",""0.00001"",""12.44"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.380,""14.45"",""0.00001"",""17.03"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.381,""19.47"",""0.00001"",""24.55"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.382,""23.83"",""0.00001"",""31.43"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.383,""28.72"",""0.00001"",""39.94"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.384,""33.34"",""0.00001"",""50.09"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.385,""38.49"",""0.00001"",""63.18"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.386,""37.04"",""0.00001"",""37.65"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.387,""31.89"",""0.00001"",""14.41"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.388,""26.21"",""0.00001"",""-1.96"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.389,""21.32"",""0.00001"",""-9.49"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.390,""15.51"",""0.00001"",""-15.71"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.391,""10.10"",""0.00001"",""-19.63"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.392,""4.81"",""0.00001"",""-22.25"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.393,""-0.07"",""0.00001"",""-22.58"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.394,""-5.09"",""0.00001"",""-23.89"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.395,""-9.98"",""0.00001"",""-24.87"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.396,""-15.13"",""0.00001"",""-27.16"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.397,""-19.62"",""0.00001"",""-25.85"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.398,""-24.91"",""0.00001"",""-27.49"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.399,""-29.79"",""0.00001"",""-27.82"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.400,""-34.81"",""0.00001"",""-28.80"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.401,""-39.44"",""0.00001"",""-28.47"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.402,""-40.89"",""0.00001"",""-27.16"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.403,""-35.47"",""0.00001"",""-26.18"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.404,""-30.32"",""0.00001"",""-24.54"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.405,""-24.38"",""0.00001"",""-21.60"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.406,""-19.10"",""0.00001"",""-20.62"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.407,""-13.42"",""0.00001"",""-18.00"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.408,""-8.00"",""0.00001"",""-12.11"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.409,""-2.06"",""0.00001"",""-3.27"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.410,""3.10"",""0.00001"",""3.28"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.411,""8.11"",""0.00001"",""9.50"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.412,""12.87"",""0.00001"",""14.08"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.413,""18.15"",""0.00001"",""21.28"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.414,""22.64"",""0.00001"",""26.85"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.415,""27.66"",""0.00001"",""34.37"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.416,""32.55"",""0.00001"",""42.89"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.417,""37.97"",""0.00001"",""54.01"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.418,""42.99"",""0.00001"",""65.47"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.419,""37.44"",""0.00001"",""28.81"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.420,""31.63"",""0.00001"",""7.86"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.421,""26.34"",""0.00001"",""-3.27"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.422,""20.53"",""0.00001"",""-10.80"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.423,""15.12"",""0.00001"",""-14.40"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.424,""9.70"",""0.00001"",""-16.36"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.425,""4.68"",""0.00001"",""-17.34"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.426,""-0.47"",""0.00001"",""-18.65"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.427,""-5.49"",""0.00001"",""-20.94"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.428,""-10.77"",""0.00001"",""-22.91"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.429,""-15.40"",""0.00001"",""-23.56"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.430,""-20.42"",""0.00001"",""-25.85"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.431,""-25.30"",""0.00001"",""-27.16"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.432,""-30.06"",""0.00001"",""-26.51"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.433,""-34.81"",""0.00001"",""-26.83"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.434,""-39.83"",""0.00001"",""-26.18"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.435,""-38.78"",""0.00001"",""-24.22"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.436,""-33.49"",""0.00001"",""-22.58"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.437,""-27.81"",""0.00001"",""-19.31"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.438,""-22.79"",""0.00001"",""-19.31"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.439,""-17.38"",""0.00001"",""-17.02"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.440,""-11.83"",""0.00001"",""-14.40"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.441,""-6.15"",""0.00001"",""-7.20"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.442,""-0.47"",""0.00001"",""0.66"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.443,""4.68"",""0.00001"",""6.22"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.444,""9.57"",""0.00001"",""11.46"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.445,""14.85"",""0.00001"",""18.01"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.446,""19.47"",""0.00001"",""23.25"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.447,""24.23"",""0.00001"",""30.45"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.448,""29.38"",""0.00001"",""38.96"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.449,""34.80"",""0.00001"",""48.45"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.450,""39.82"",""0.00001"",""58.60"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.451,""42.19"",""0.00001"",""54.34"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.452,""35.85"",""0.00001"",""22.59"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.453,""30.57"",""0.00001"",""5.90"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.454,""24.89"",""0.00001"",""-5.56"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.455,""19.47"",""0.00001"",""-11.12"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.456,""14.19"",""0.00001"",""-13.74"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.457,""9.17"",""0.00001"",""-14.72"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.458,""4.02"",""0.00001"",""-15.38"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.459,""-1.00"",""0.00001"",""-17.02"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.460,""-6.02"",""0.00001"",""-19.31"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.461,""-10.64"",""0.00001"",""-20.94"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.462,""-15.53"",""0.00001"",""-23.56"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.463,""-20.42"",""0.00001"",""-25.85"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.464,""-25.30"",""0.00001"",""-27.49"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.465,""-29.79"",""0.00001"",""-27.82"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.466,""-34.81"",""0.00001"",""-29.13"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.467,""-39.97"",""0.00001"",""-30.11"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.468,""-36.00"",""0.00001"",""-27.16"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.469,""-30.46"",""0.00001"",""-23.56"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.470,""-25.30"",""0.00001"",""-22.25"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.471,""-19.89"",""0.00001"",""-19.63"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.472,""-14.47"",""0.00001"",""-17.67"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.473,""-8.92"",""0.00001"",""-13.74"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.474,""-3.51"",""0.00001"",""-6.21"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.475,""1.51"",""0.00001"",""0.33"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.476,""5.87"",""0.00001"",""4.59"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.477,""11.15"",""0.00001"",""11.13"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.478,""15.51"",""0.00001"",""16.37"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.479,""20.27"",""0.00001"",""23.90"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.480,""24.76"",""0.00001"",""31.43"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.481,""29.64"",""0.00001"",""41.58"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.482,""34.27"",""0.00001"",""51.40"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.483,""39.02"",""0.00001"",""62.52"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.484,""38.36"",""0.00001"",""42.56"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.485,""33.34"",""0.00001"",""16.70"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.486,""27.80"",""0.00001"",""-0.65"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.487,""22.38"",""0.00001"",""-11.45"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.488,""16.96"",""0.00001"",""-17.02"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.489,""12.08"",""0.00001"",""-18.65"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.490,""6.66"",""0.00001"",""-20.29"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.491,""1.25"",""0.00001"",""-21.93"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.492,""-4.04"",""0.00001"",""-22.91"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.493,""-8.66"",""0.00001"",""-22.58"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.494,""-14.08"",""0.00001"",""-25.20"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.495,""-18.70"",""0.00001"",""-26.18"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.496,""-23.59"",""0.00001"",""-28.14"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.497,""-28.21"",""0.00001"",""-29.78"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.498,""-33.23"",""0.00001"",""-30.76"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.499,""-38.38"",""0.00001"",""-32.73"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.500,""-42.21"",""0.00001"",""-34.36"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.501,""-36.27"",""0.00001"",""-30.11"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.502,""-31.12"",""0.00001"",""-27.49"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.503,""-25.83"",""0.00001"",""-24.54"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.504,""-20.42"",""0.00001"",""-21.27"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.505,""-14.60"",""0.00001"",""-17.02"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.506,""-9.06"",""0.00001"",""-12.43"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.507,""-3.64"",""0.00001"",""-3.92"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.508,""1.11"",""0.00001"",""0.99"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.509,""6.27"",""0.00001"",""7.21"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.510,""10.76"",""0.00001"",""11.46"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.511,""15.51"",""0.00001"",""17.35"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.512,""20.40"",""0.00001"",""24.55"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.513,""25.55"",""0.00001"",""33.39"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.514,""30.44"",""0.00001"",""43.54"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.515,""35.32"",""0.00001"",""53.69"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.516,""40.21"",""0.00001"",""64.16"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.517,""37.04"",""0.00001"",""34.37"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.518,""31.23"",""0.00001"",""11.46"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.519,""25.68"",""0.00001"",""-3.27"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.520,""20.27"",""0.00001"",""-11.78"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.521,""15.38"",""0.00001"",""-14.72"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.522,""10.10"",""0.00001"",""-17.34"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.523,""4.94"",""0.00001"",""-19.31"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.524,""-0.60"",""0.00001"",""-21.93"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.525,""-4.96"",""0.00001"",""-21.93"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.526,""-9.98"",""0.00001"",""-22.25"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.527,""-14.87"",""0.00001"",""-23.89"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.528,""-19.62"",""0.00001"",""-23.89"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.529,""-24.11"",""0.00001"",""-23.89"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.530,""-28.74"",""0.00001"",""-24.54"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.531,""-33.89"",""0.00001"",""-25.85"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.532,""-39.04"",""0.00001"",""-29.78"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.533,""-39.17"",""0.00001"",""-27.16"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.534,""-34.02"",""0.00001"",""-26.83"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.535,""-28.61"",""0.00001"",""-24.54"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.536,""-23.06"",""0.00001"",""-22.25"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.537,""-17.25"",""0.00001"",""-18.98"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.538,""-11.83"",""0.00001"",""-14.40"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.539,""-6.42"",""0.00001"",""-9.16"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.540,""-1.53"",""0.00001"",""-1.96"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.541,""3.76"",""0.00001"",""4.26"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.542,""8.38"",""0.00001"",""9.50"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.543,""13.27"",""0.00001"",""14.74"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.544,""18.15"",""0.00001"",""19.97"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.545,""22.91"",""0.00001"",""27.50"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.546,""27.80"",""0.00001"",""36.01"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.547,""32.42"",""0.00001"",""44.85"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.548,""37.31"",""0.00001"",""54.34"",""0.00001"",""0.00"",""0.00001"""
"2022-11-16 17:04:15.549,""41.66"",""0.00001"",""66.13"",""0.00001"",""0.00"",""0.00001"""
